12.52111,-69.968338,1,0
33.93911,67.709953,50,0
-11.202692,17.873887,42,0
41.153332,20.168331,5,0
42.506285,1.521801,1,0
33.82367,-117.960126,582,0
23.424076,53.847818,14,0
-38.416097,-63.616672,64,0
40.069099,45.038189,5,0
-14.270972,-170.132217,1,0
17.060816,-61.796428,1,0
-25.274398,133.775136,36,0
47.516231,14.550072,14,0
40.143105,47.576927,15,0
-3.373056,29.918886,16,0
50.503887,4.469936,17,0
9.30769,2.315834,16,0
12.238333,-1.561593,27,0
23.684994,90.356331,236,0
42.733883,25.48583,11,0
26.0667,50.5577,3,0
25.03428,-77.39628,2,0
43.915886,17.679076,6,0
53.709807,27.953389,15,0
17.189877,-88.49765,2,0
32.3078,-64.7505,1,0
-16.290154,-63.588653,17,0
-14.235004,-51.92528,301,0
13.193887,-59.543198,1,0
4.535277,114.727669,2,0
27.514162,90.433601,2,0
-22.328474,24.684866,4,0
6.611111,20.939444,8,0
56.130366,-106.346771,53,0
54.5259614,15.2551187,152,0
46.818188,8.227512,13,0
34.1819189,-119.2291726,1,0
-35.675147,-71.542969,27,0
35.86166,104.195397,2000,0
7.539989,-5.54708,35,0
7.369722,12.354722,34,0
-4.038333,21.758664,112,0
-0.228021,15.827659,8,0
4.570868,-74.297333,71,0
-11.6455,43.3333,2,0
16.5388,-23.0418,2,0
9.748917,-83.753428,8,0
21.521757,-77.781167,18,0
35.126413,33.429859,3,0
49.817492,15.472962,16,0
51.165691,10.451526,120,0
11.825138,42.590275,2,0
15.414999,-61.370976,1,0
56.26392,9.501785,9,0
18.735693,-70.162651,16,0
28.033886,1.659626,59,0
-1.831239,-78.183406,25,0
26.820553,30.802498,138,0
15.179384,39.782334,1,0
40.463667,-3.74922,69,0
58.595272,25.0136071,3,0
9.145,40.489673,147,0
61.92411,25.7481511,9,0
-17.713371,178.065032,2,0
46.227638,2.213749,98,0
61.892635,-6.9118061,1,0
7.425554,150.550812,1,0
-0.803689,11.609444,4,0
55.378051,-3.435973,96,0
32.1656221,-82.9000751,6,0
7.946527,-1.023194,41,0
36.140751,-5.353585,1,0
9.945587,-9.696645,19,0
13.443182,-15.310139,4,0
11.803749,-15.180413,4,0
1.650801,10.267895,3,0
39.074208,21.824312,17,0
12.1165,-61.679,1,0
71.706936,-42.604303,1,0
15.783471,-90.230759,25,0
13.444304,144.793731,1,0
4.860416,-58.93018,2,0
22.396428,114.109497,12,0
15.199999,-86.241905,14,0
45.1,15.2000001,7,0
18.971187,-72.285215,17,0
47.162494,19.5033041,15,0
-0.789275,113.921327,377,0
20.593684,78.96288,1909,0
53.1423672,-7.6920536,8,0
32.427908,53.688046,117,0
33.223191,43.679291,54,0
64.963051,-19.020835,1,0
31.046051,34.851612,13,0
41.87194,12.56738,90,0
18.109581,-77.297508,5,0
30.585164,36.238414,14,0
36.204824,138.252924,186,0
48.019573,66.923684,27,0
-0.023559,37.906193,70,0
41.20438,74.766098,10,0
12.565679,104.990963,24,0
-3.370417,-168.734039,1,0
35.907757,127.766922,75,0
29.31166,47.481766,7,0
19.85627,102.495496,11,0
33.854721,35.862285,10,0
6.428055,-9.429499,8,0
26.3351,17.228331,10,0
47.166,9.555373,1,0
55.169438,23.881275,5,0
49.815273,6.129583,2,0
56.879635,24.603189,4,0
22.198745,113.543873,2,0
31.791702,-7.09262,52,0
47.411631,28.369885,6,0
-18.766947,46.869107,36,0
3.202778,73.22068,2,0
29.2985278,42.5509603,626,0
23.634501,-102.552784,185,0
41.608635,21.745275,4,0
17.570692,-3.996166,26,0
35.937496,14.375416,2,0
21.916221,95.955974,77,0
46.862496,103.846656,5,0
-18.665695,35.529562,42,0
21.00789,-10.940835,7,0
-20.348404,57.552152,3,0
-13.254308,34.301525,27,0
4.210484,101.975766,46,0
-22.95764,18.49041,5,0
-20.904305,165.618042,1,0
17.607789,8.081666,30,0
9.081999,8.675277,265,0
12.865416,-85.207229,10,0
52.132633,5.291266,26,0
60.472024,8.468946,9,0
28.394857,84.124008,43,0
-0.522778,166.931503,1,0
-40.900557,174.885971,8,0
21.4735329,55.975413,7,0
30.375321,69.345116,277,0
8.537981,-80.782127,7,0
-9.189967,-75.015152,47,0
12.879721,121.774017,149,0
7.51498,134.58252,1,0
-6.314993,143.95555,13,0
51.919438,19.145136,56,0
40.339852,127.510093,38,0
39.399872,-8.224454,16,0
-23.442503,-58.443832,11,0
25.354826,51.183884,5,0
45.943161,24.96676,30,0
61.52401,105.318756,211,0
-1.940278,29.873888,18,0
23.885942,45.079162,47,0
12.862807,30.217636,57,0
14.497401,-14.452362,23,0
1.352083,103.819836,9,0
-9.64571,160.156194,2,0
43.94236,12.457777,1,0
5.152149,46.199616,21,0
44.016521,21.005859,11,0
0.18636,6.613081,1,0
3.919305,-56.027783,2,0
48.669026,19.699024,9,0
46.151241,14.995463,4,0
60.128161,18.643501,15,0
-26.522503,31.465866,3,0
15.454166,18.732207,21,0
8.619543,0.824782,12,0
15.870032,100.992541,101,0
38.861034,71.276093,13,0
38.969719,59.556278,9,0
-21.178986,-175.198242,1,0
33.886917,9.537499,17,0
38.963745,35.243322,115,0
-7.109535,177.64933,1,0
-6.369028,34.888822,80,0
1.373333,32.290275,60,0
48.379433,31.1655799,67,0
-32.522779,-55.765835,6,0
37.09024,-95.712891,469,0
41.377491,64.585262,47,0
14.058324,108.277199,135,0
-15.376706,166.959158,1,0
42.6026359,20.902977,4,0
-30.559482,22.937506,81,0
-13.133897,27.849332,24,0
-17.824858,31.053028,24,0
