33.93911,67.709953,8,1
-11.202692,17.873887,45,1
41.153332,20.168331,48,1
42.506285,1.521801,431,1
33.82367,-117.960126,78,1
23.424076,53.847818,468,1
-38.416097,-63.616672,162,1
40.069099,45.038189,44,1
-14.270972,-170.132217,143,1
17.060816,-61.796428,164,1
-25.274398,133.775136,674,1
47.516231,14.550072,529,1
40.143105,47.576927,67,1
-3.373056,29.918886,5,1
50.503887,4.469936,483,1
9.30769,2.315834,10,1
12.238333,-1.561593,8,1
23.684994,90.356331,15,1
42.733883,25.48583,84,1
26.0667,50.5577,272,1
25.03428,-77.39628,348,1
43.915886,17.679076,56,1
53.709807,27.953389,72,1
17.189877,-88.49765,59,1
-16.290154,-63.588653,38,1
-14.235004,-51.92528,106,1
13.193887,-59.543198,193,1
4.535277,114.727669,371,1
27.514162,90.433601,32,1
-22.328474,24.684866,79,1
6.611111,20.939444,5,1
56.130366,-106.346771,518,1
54.5259614,15.2551187,150,1
46.818188,8.227512,980,1
-35.675147,-71.542969,164,1
35.86166,104.195397,97,1
7.539989,-5.54708,18,1
7.369722,12.354722,17,1
-4.038333,21.758664,7,1
-0.228021,15.827659,21,1
4.570868,-74.297333,73,1
-11.6455,43.3333,10,1
16.5388,-23.0418,36,1
9.748917,-83.753428,137,1
21.521757,-77.781167,92,1
35.126413,33.429859,278,1
49.817492,15.472962,212,1
51.165691,10.451526,494,1
11.825138,42.590275,23,1
15.414999,-61.370976,88,1
56.26392,9.501785,634,1
18.735693,-70.162651,78,1
28.033886,1.659626,51,1
-1.831239,-78.183406,74,1
26.820553,30.802498,43,1
40.463667,-3.74922,309,1
58.595272,25.0136071,206,1
9.145,40.489673,9,1
61.92411,25.7481511,507,1
-17.713371,178.065032,60,1
46.227638,2.213749,437,1
61.892635,-6.9118061,605,1
7.425554,150.550812,37,1
-0.803689,11.609444,89,1
55.378051,-3.435973,530,1
32.1656221,-82.9000751,46,1
7.946527,-1.023194,17,1
9.945587,-9.696645,10,1
13.443182,-15.310139,6,1
11.803749,-15.180413,8,1
1.650801,10.267895,129,1
39.074208,21.824312,217,1
12.1165,-61.679,112,1
71.706936,-42.604303,473,1
15.783471,-90.230759,48,1
13.444304,144.793731,421,1
4.860416,-58.93018,51,1
22.396428,114.109497,507,1
15.199999,-86.241905,29,1
45.1,15.2000001,140,1
18.971187,-72.285215,11,1
47.162494,19.5033041,150,1
-0.789275,113.921327,41,1
20.593684,78.96288,20,1
53.1423672,-7.6920536,747,1
32.427908,53.688046,59,1
33.223191,43.679291,60,1
64.963051,-19.020835,606,1
31.046051,34.851612,427,1
41.87194,12.56738,361,1
18.109581,-77.297508,60,1
30.585164,36.238414,50,1
36.204824,138.252924,412,1
48.019573,66.923684,126,1
-0.023559,37.906193,17,1
41.20438,74.766098,14,1
12.565679,104.990963,15,1
-3.370417,-168.734039,19,1
35.907757,127.766922,324,1
29.31166,47.481766,348,1
19.85627,102.495496,27,1
33.854721,35.862285,102,1
6.428055,-9.429499,6,1
47.166,9.555373,2008,1
55.169438,23.881275,171,1
49.815273,6.129583,1212,1
56.879635,24.603189,164,1
22.198745,113.543873,902,1
31.791702,-7.09262,35,1
47.411631,28.369885,23,1
-18.766947,46.869107,6,1
3.202778,73.22068,115,1
29.2985278,42.5509603,89,1
23.634501,-102.552784,110,1
36.958014,-94.793619,59,1
41.608635,21.745275,59,1
17.570692,-3.996166,10,1
35.937496,14.375416,285,1
21.916221,95.955974,15,1
46.862496,103.846656,48,1
-18.665695,35.529562,7,1
21.00789,-10.940835,15,1
-20.348404,57.552152,112,1
-13.254308,34.301525,5,1
4.210484,101.975766,116,1
-22.95764,18.49041,58,1
9.081999,8.675277,33,1
12.865416,-85.207229,26,1
52.132633,5.291266,535,1
60.472024,8.468946,890,1
28.394857,84.124008,10,1
-0.522778,166.931503,97,1
-40.900557,174.885971,457,1
21.4735329,55.975413,199,1
30.375321,69.345116,18,1
8.537981,-80.782127,158,1
-9.189967,-75.015152,73,1
12.879721,121.774017,35,1
7.51498,134.58252,168,1
39.399872,-8.224454,231,1
-23.442503,-58.443832,50,1
25.354826,51.183884,793,1
45.943161,24.96676,108,1
61.52401,105.318756,112,1
-1.940278,29.873888,9,1
23.885942,45.079162,247,1
12.862807,30.217636,31,1
14.497401,-14.452362,12,1
1.352083,103.819836,641,1
-9.64571,160.156194,24,1
43.94236,12.457777,569,1
5.152149,46.199616,6,1
44.016521,21.005859,63,1
0.18636,6.613081,20,1
3.919305,-56.027783,105,1
48.669026,19.699024,194,1
46.151241,14.995463,250,1
60.128161,18.643501,607,1
-26.522503,31.465866,37,1
15.454166,18.732207,10,1
8.619543,0.824782,8,1
15.870032,100.992541,70,1
38.861034,71.276093,12,1
38.969719,59.556278,78,1
-21.178986,-175.198242,50,1
33.886917,9.537499,47,1
38.963745,35.243322,132,1
-7.109535,177.64933,36,1
-6.369028,34.888822,11,1
1.373333,32.290275,9,1
48.379433,31.1655799,26,1
-32.522779,-55.765835,186,1
37.09024,-95.712891,675,1
41.377491,64.585262,27,1
14.058324,108.277199,26,1
-15.376706,166.959158,34,1
42.6026359,20.902977,44,1
-30.559482,22.937506,70,1
-13.133897,27.849332,17,1
-19.015438,29.154857,13,1
